name,domain,website_url,careers_url,sequoia_jobs_url,sequoia_portfolio_url,linkedin_url,twitter_url,github_url,facebook_url,instagram_url,youtube_url,all_social_links,ats_platform,total_jobs,num_remote_jobs,logo_url,linkedin_logo_url,industries,markets,office_locations,stages,staff_count,email_domains,investors,founded,crunchbase_url,org_type,description,slug,id
Binocs ,binocs.co,https://binocs.co,https://jobs.sequoiacap.com/companies/binocs-2,https://jobs.sequoiacap.com/companies/binocs-2,https://www.sequoiacap.com/companies/binocs-2/,https://www.linkedin.com/company/80252156,https://twitter.com/binocs_co,,,instagram.com/binocs_.co,,https://www.linkedin.com/company/80252156 | https://twitter.com/binocs_co | instagram.com/binocs_.co,,0,0,,,"Finance, Fintech, Generative AI, Management Consulting, Software",,"Bengaluru, Karnataka, India, Bangalore Urban, Karnataka, India, Jersey City, NJ, USA",seed,15,,,2025,https://crunchbase.com/organization/binocs-co,private,"Binocs is an agentic AI platform that automates deal research and strategic advisory for private equity funds, consulting firms, investment banks, and corporate development teams. Its AI agents mimic the structure of real-world investment teams to generate decision-ready outputs — including commercial due diligence reports, investment memos, industry primers, deal screening summaries, growth strategies, sell-side CIMs, credit assessment memos, and financial statement analysis — at a fraction of the time and cost of traditional approaches. Trusted by 2 of the top 60 PE funds in the US and 2 of the Big 4 consulting firms, Binocs delivers consistent, citation-backed outputs with enterprise-grade security (SOC 2 compliant). Its platform covers the full deal lifecycle — from origination and screening to diligence, portfolio value creation, and exit preparation. Backed by Accel, Blume Ventures, Beenext, Arkam Ventures, and Premji Invest, Binocs has been recognized by CIO Tech Outlook as one of the top 10 most promising GenAI startups of 2025 and selected for the NASSCOM GenAI Foundry and INSEAD AI Venture Lab.",binocs-2,904689
Bird,bird.com,https://bird.com,https://jobs.sequoiacap.com/companies/bird-2-4d8fc801-766a-4215-b4a3-94fefb39f01b,https://jobs.sequoiacap.com/companies/bird-2-4d8fc801-766a-4215-b4a3-94fefb39f01b,https://www.sequoiacap.com/companies/bird-2-4d8fc801-766a-4215-b4a3-94fefb39f01b/,https://www.linkedin.com/company/birdhq,https://twitter.com/messagebird,,https://facebook.com/messagebirdhq,,,https://www.linkedin.com/company/birdhq | https://twitter.com/messagebird | https://facebook.com/messagebirdhq,,0,0,,,"Business Process Automation (BPA), CRM, Chatbot, Cloud Computing, Enterprise Software, Human Resources, Messaging, Telecommunications",,"Fort Valley, GA, USA, San Francisco, CA, USA, Bogotá, Bogota, Colombia, Singapore, Amsterdam-Noord, Amsterdam, Netherlands, London, UK, Hamburg, Germany, Dublin, Ireland, Amsterdam, Netherlands, Sydney NSW, Australia, Shanghai, China",series_c,377,,,2011,https://crunchbase.com/organization/messagebird,private,"MessageBird powers communication between businesses and their customers — across any channel, always with the right context, and on every corner of the planet. Its products and solutions are the foundational building blocks to business communications across preferred channels, like SMS, Voice, WhatsApp, WeChat, Messenger, Email, and more. Founded in Amsterdam in 2011, MessageBird connects to billions of devices and is trusted by nearly 20,000 customers. It operates across nine worldwide hubs and is proud to be a “Work Anywhere” company.",bird-2-4d8fc801-766a-4215-b4a3-94fefb39f01b,5356
Bizongo,bizongo.com,https://bizongo.com,https://jobs.sequoiacap.com/companies/bizongo,https://jobs.sequoiacap.com/companies/bizongo,https://www.sequoiacap.com/companies/bizongo/,https://www.linkedin.com/company/6429371,https://twitter.com/b2bizongo,,https://facebook.com/bizongo.in,instagram.com/b2bizongo,,https://www.linkedin.com/company/6429371 | https://twitter.com/b2bizongo | https://facebook.com/bizongo.in | instagram.com/b2bizongo,,0,0,,,"Apparel, B2B, E-Commerce, Packaging Services, Supply Chain Management",,"Bengaluru, Karnataka, India, Mumbai, Maharashtra, India, Gurugram, Haryana, India",series_e,249,,,2015,https://crunchbase.com/organization/bizongo,private,"Bizongo develops a tech-enabled B2B e-commerce and supply chain platform for packaging, apparel, and other customized goods. It digitally transforms the fragmented and unorganized yet unique and ubiquitous B2B segment of customized goods. The company focuses on packaging, textiles, apparel, and other contract manufacturing goods as its product portfolio and has a network of over 1,500 curated manufacturers across these categories.  Bizongo was founded in 2015 by three IIT graduates Aniket Deb, Sachin Agrawal, and Ankit Tomar.",bizongo,20380
BlaBlaCar,blablacar.com,https://blablacar.com,https://jobs.sequoiacap.com/companies/blablacar,https://jobs.sequoiacap.com/companies/blablacar,https://www.sequoiacap.com/companies/blablacar/,https://www.linkedin.com/company/2479609,https://twitter.com/blablacar_es,,https://facebook.com/blablacar,,,https://www.linkedin.com/company/2479609 | https://twitter.com/blablacar_es | https://facebook.com/blablacar,,0,0,,,"Car Sharing, Collaborative Consumption, Internet, Peer To Peer, Ride Sharing, Technology, Information and Internet, Transportation, Travel",,"Paris, France, Île-de-France, France",other,1258,,,2006,https://crunchbase.com/organization/blablacar,private,"BlaBlaCar is the world’s leading long-distance carpooling community, connecting people looking to travel long distances with drivers going the same way. They travel together and share the costs of the journey.  The platform is engineered to create a secure, trust-based community with declared identities and full member profiles. Members can even specify how chatty they are from “Bla” to “BlaBlaBla,” hence the name BlaBlaCar.  BlaBlaCar is creating a global people-powered network with a trusted community of drivers and passengers.  Backed by Accel Partners, Insight Ventures, Index Ventures, Lead Edge Capital, Baring Vostok, and ISAI, it operates in 22 countries across Europe, Russia, Turkey, Mexico, Brazil, and India. The site and free mobile apps provide a range of features to create a secure, trust-based community and easy connections between drivers and passengers.  BlaBlaCar is based in Paris with offices across a dozen countries.",blablacar,15863
Blackbuck,blackbuck.com,https://blackbuck.com,https://jobs.sequoiacap.com/companies/blackbuck,https://jobs.sequoiacap.com/companies/blackbuck,https://www.sequoiacap.com/companies/blackbuck/,https://www.linkedin.com/company/10152397,https://twitter.com/blackbuck,,https://facebook.com/blackbucklogistics,,,https://www.linkedin.com/company/10152397 | https://twitter.com/blackbuck | https://facebook.com/blackbucklogistics,,0,0,,,"Information Services, Logistics, Supply Chain Management, Technology, Transportation, Transportation, Logistics, Supply Chain and Storage",,"Bengaluru, Karnataka, India, Bangalore Urban, Karnataka, India, Warsaw, Poland, Karnataka, India",ipo,1664,,,2015,https://crunchbase.com/organization/zinka-logistics,public,"Keeping technology at the core, BlackBuck is redefining the logistics landscape of India, making it reliable and efficient. BlackBuck's comprehensive approach to problems creates an impact on the entire ecosystem of transportation, which stitches across a large number of livelihoods. The transportation sector is ripe for a revolution, and BlackBuck marks the beginning.  Founded in 2015, BlackBuck has been a pioneer in bringing the offline operations of trucking online, be it matching a shipper with a trucker or reshaping the infrastructure around trucking to facilitate payments, insurance, and financial services. BlackBuck is committed to making it easier for millions of truckers to book a load and move at capacity and enable shippers of all sizes to have access to the right truck, at the right time for the right price – all at a click of a button. Today, BlackBuck is India’s largest trucking network, and the company’s robust technology platforms deliver reliability, efficiency, and a seamless experience for shippers and truckers.  BlackBuck is powered by a 2000 strong incredible team and is supported by the best of investors’ fraternity that includes Accel Partners, Apoletto Asia, B Capital, Flipkart, Goldman Sachs, IFC, Light Street, Sands Capital, Sequoia Capital, Tiger Global, and Wellington. BlackBuck has won the ‘CNBC-TV18 - Young Turks Startup of the Year’ award and the ‘Zee Business - Company of the Year - Logistics’ award in 2018. BlackBuck is also the subject of a ‘Harvard Business School’ case study.",blackbuck,20381
BlackPoint,blackpointcyber.com,https://blackpointcyber.com,https://jobs.sequoiacap.com/companies/blackpoint-2,https://jobs.sequoiacap.com/companies/blackpoint-2,https://www.sequoiacap.com/companies/blackpoint-2/,https://www.linkedin.com/company/9381059,https://twitter.com/blackpointus,,https://facebook.com/blackpointcyber,instagram.com/blackpointcyber,,https://www.linkedin.com/company/9381059 | https://twitter.com/blackpointus | https://facebook.com/blackpointcyber | instagram.com/blackpointcyber,,0,0,,,"Computer, Computer and Network Security, Cyber Security, Network Security, Software",,"Ellicott City, MD, USA, Denver, CO, USA",series_c,193,,,2014,https://crunchbase.com/organization/blackpoint-holdings,private,"Blackpoint Cyber is a technology that offers a nation-state-grade cybersecurity ecosystem. Blackpoint Cyber serves the MSP community using its own proprietary security operations and incident response platform, SNAP-Defence, available as a product or as a 24/7 true managed detection and response (MDR) service.",blackpoint-2,61371
Blameless,blameless.com,https://blameless.com,https://jobs.sequoiacap.com/companies/blameless,https://jobs.sequoiacap.com/companies/blameless,https://www.sequoiacap.com/companies/blameless/,https://www.linkedin.com/company/28625893,https://twitter.com/blamelesshq,,,,,https://www.linkedin.com/company/28625893 | https://twitter.com/blamelesshq,,0,0,,,"Analytics, Artificial Intelligence (AI), IT Services and IT Consulting, Information Technology",,"Palo Alto, CA, USA, San Mateo, CA, USA",acquisition,13,,,2017,https://crunchbase.com/organization/blameless,private,"Blameless offers the only complete Site Reliability Engineering (SRE) platform that brings together AI-driven incident resolution, Blameless postmortems, SLOs/Error Budgets, and reliability insights reports and dashboards, enabling businesses to optimize reliability and innovation.",blameless,23961
Bluestone,bluestone.com,https://bluestone.com,https://jobs.sequoiacap.com/companies/bluestone-2-1dabef42-ddfb-4675-8f7f-527d771fac69,https://jobs.sequoiacap.com/companies/bluestone-2-1dabef42-ddfb-4675-8f7f-527d771fac69,https://www.sequoiacap.com/companies/bluestone-2-1dabef42-ddfb-4675-8f7f-527d771fac69/,https://www.linkedin.com/company/2366293,https://twitter.com/bluestone_com,,https://facebook.com/bluestonejewels,,,https://www.linkedin.com/company/2366293 | https://twitter.com/bluestone_com | https://facebook.com/bluestonejewels,,0,0,,,"E-Commerce, Jewelry, Lifestyle, Retail, Retail Luxury Goods and Jewelry",,"Bengaluru, Karnataka, India, Bangalore Urban, Karnataka, India, Mumbai, Maharashtra, India, Karnataka, India, New Delhi, Delhi, India",other,1943,,,2011,https://crunchbase.com/organization/bluestone-com,public,"BlueStone offers a diverse collection of jewellery, featuring designs in gold, diamond, and platinum. The company provides options for various occasions, catering to different customer preferences. BlueStone also introduces a flexible financing plan known as the Gold Mine 10+1 Plan, which allows customers to purchase jewellery through monthly installments. This plan includes a discount on the final installment, making it accessible for a wider audience. The emphasis is on creating unique and contemporary designs that appeal to modern consumers. Overall, BlueStone focuses on delivering an extensive range of jewellery choices to meet the needs of its customers.",bluestone-2-1dabef42-ddfb-4675-8f7f-527d771fac69,202402
Bonobos,bonobos.com,https://bonobos.com,https://jobs.sequoiacap.com/companies/bonobos,https://jobs.sequoiacap.com/companies/bonobos,https://www.sequoiacap.com/companies/bonobos/,https://www.linkedin.com/company/434092,https://twitter.com/Bonobos,,https://facebook.com/bonobos,,,https://www.linkedin.com/company/434092 | https://twitter.com/Bonobos | https://facebook.com/bonobos,,0,0,,,"E-Commerce, Fashion, Retail, Shoes",,"New York, NY, USA, Union Square, New York, NY, USA","acquisition, other",422,,,2007,https://crunchbase.com/organization/bonobos,private,"Bonobos is a clothing brand focused on delivering great fit, excellent customer experience, and a fun approach to menswear. Launched online in 2007 with its signature line of better-fitting men's pants, Bonobos is now the largest apparel brand ever built on the web in the United States.  In 2011, Bonobos extended offline, launching Bonobos Guideshops, e-commerce stores that deliver personalized, one-to-one service to those wanting to experience the brand in person. In 2012, Bonobos expanded its distribution by partnering with Nordstrom, bringing Bonobos apparel into select doors nationwide and to Nordstrom.com. Across channels, Bonobos is focused on delivering a well-targeted brand promise: world-class fit, innovative shopping experience, and an energetic brand spirit. Bonobos was named “One of America’s Hottest Brands” by Advertising Age, “Best Men’s Pants” by New York Magazine, one of Inc. Magazine’s “20 Awesome Facebook Pages,” and was awarded Crain’s “Best Places to Work in New York City” in 2011 and 2013.",bonobos,11235
BookMyShow,bookmyshow.com,https://bookmyshow.com,https://jobs.sequoiacap.com/companies/bookmyshow-2,https://jobs.sequoiacap.com/companies/bookmyshow-2,https://www.sequoiacap.com/companies/bookmyshow-2/,https://www.linkedin.com/company/3076895,https://twitter.com/bookmyshow/,,https://www.facebook.com/bookmyshowin/,instagram.com/bookmyshowin,,https://www.linkedin.com/company/3076895 | https://twitter.com/bookmyshow/ | https://www.facebook.com/bookmyshowin/ | instagram.com/bookmyshowin,,0,0,,,,,"Mumbai, Maharashtra, India",series_unknown,68,,,2017,https://crunchbase.com/organization/bookmyshow,public,Stay tuned for all official updates and announcements.,bookmyshow-2,904692
Borqs Technologies,borqs.com,https://borqs.com,https://jobs.sequoiacap.com/companies/borqs-technologies-2,https://jobs.sequoiacap.com/companies/borqs-technologies-2,https://www.sequoiacap.com/companies/borqs-technologies-2/,https://www.linkedin.com/company/409496,https://twitter.com/borqs,,https://facebook.com/borqsinc,,,https://www.linkedin.com/company/409496 | https://twitter.com/borqs | https://facebook.com/borqsinc,,0,0,,,"Android, Developer Tools, Manufacturing, Mobile, Social Media, Software, Technology, Telecommunications",,"Barge CN, Italy, Bengaluru, Karnataka, India, Bangalore Urban, Karnataka, India, Suwon-si, Gyeonggi-do, South Korea, Santa Clara, CA, USA","ipo, other",303,,,2007,https://crunchbase.com/organization/borqs,public,"Borqs Technologies is a high-tech company providing intelligent terminal software platforms and end-to-end service platform solutions for operators, terminal manufacturers, and chip manufacturers in the global mobile Internet industry.  Borqs Technologies specializes in the development and industrialized promotion of holistic solutions for the mobile Internet terminal basic infrastructure software, application software, and end-to-end software. Established in September 2007, the company has 600 personnel in Borqs, more than 90% of whom are technical and 50% of whom have a master’s degree, along with a 70% engineer population with more than 5 years of experience in research and development. The core members of the team mainly come from terminal designers and manufacturers, providers of switching technology, Internet service providers, software and hardware manufacturers, and other global enterprises. The management team of Borqs consists of domestic and international experts in wireless communications, telecommunications, and semiconductor industries.",borqs-technologies-2,205733
Braintree,braintreepayments.com,https://braintreepayments.com,https://jobs.sequoiacap.com/companies/braintree-2-4c6eee7b-20bd-422a-9984-6c65cf6e17b7,https://jobs.sequoiacap.com/companies/braintree-2-4c6eee7b-20bd-422a-9984-6c65cf6e17b7,https://www.sequoiacap.com/companies/braintree-2-4c6eee7b-20bd-422a-9984-6c65cf6e17b7/,https://www.linkedin.com/company/1310825,https://twitter.com/braintree,,https://facebook.com/braintree,,,https://www.linkedin.com/company/1310825 | https://twitter.com/braintree | https://facebook.com/braintree,,0,0,,,"Billing, Credit Cards, Financial Services, Fintech, Mobile Apps, Payments, Software",,"San Francisco, CA, USA, Singapore, London, UK, Paris, France, Illinois Medical District, Chicago, IL, USA, Sydney NSW, Australia, Chicago, IL, USA, Austin, TX, USA, New York, NY, USA, North Chicago, IL, USA",acquisition,253,,,2007,https://crunchbase.com/organization/braintree-payment-solutions,private,"Braintree's payment platform provides all the tools online and mobile businesses need to accept payments.  Providing the global commerce tools people need to build and grow businesses, Braintree’s global platform powers payments for thousands of online and mobile commerce innovators including Airbnb, Uber, GitHub, Facebook, and Pinterest. Merchants in more than 40 countries across North America, Europe, Asia, and Australia can accept, split, and enable payments in more than 130 currencies. Braintree’s SDK powers PayPal, including PayPal One Touch™, Venmo, Apple Pay, Android Pay, credit/debit cards, and Bitcoin across any device. Braintree was acquired by PayPal in 2013.",braintree-2-4c6eee7b-20bd-422a-9984-6c65cf6e17b7,904693
Breathe Well-being,breathewellbeing.in,https://breathewellbeing.in,https://jobs.sequoiacap.com/companies/breathe-well-being,https://jobs.sequoiacap.com/companies/breathe-well-being,https://www.sequoiacap.com/companies/breathe-well-being/,https://www.linkedin.com/company/13354086,https://twitter.com/breathe_wb,,https://www.facebook.com/breathewellbeing/,instagram.com/breathediabetesreversal,,https://www.linkedin.com/company/13354086 | https://twitter.com/breathe_wb | https://www.facebook.com/breathewellbeing/ | instagram.com/breathediabetesreversal,,0,0,,,"Diabetes, Fitness, Health Care, Wellness, Wellness and Fitness Services, mHealth",,"Asian Games Village Complex, Siri Fort, New Delhi, Delhi9, India, Delhi, India, Gurugram, Haryana, India, New Delhi, Delhi, India",series_b,191,,,2015,https://crunchbase.com/organization/breathe-well-being,private,"Breathe Wellbeing is a health tech startup that helps people manage and prevent Type 2 Diabetes. It also helps people move towards a healthy life and reduce their risk of chronic diseases. Their clinically proven program has helped over 10,000 members to lose weight, reduce blood sugar, and prevent health complications. With individual lifestyle tracking and personalized counseling, combined with social interactions via healthy competitions, Breathe will partner in building long-term healthy habits.",breathe-well-being,62267
Brick&Bolt,bricknbolt.com,https://bricknbolt.com,https://jobs.sequoiacap.com/companies/brick-bolt-2,https://jobs.sequoiacap.com/companies/brick-bolt-2,https://www.sequoiacap.com/companies/brick-bolt-2/,https://www.linkedin.com/company/13576344,https://twitter.com/bricknbolt,,https://facebook.com/bricknbolt,,,https://www.linkedin.com/company/13576344 | https://twitter.com/bricknbolt | https://facebook.com/bricknbolt,,0,0,,,"Building Material, E-Commerce, Marketplace, Real Estate",,"Mysuru, Karnataka, India, Bengaluru, Karnataka, India, Bangalore Urban, Karnataka, India, Karnataka, India",series_a,606,,,2017,https://crunchbase.com/organization/brick-bolt,private,"Brick&Bolt is an e-commerce marketplace providing end-to-end construction services with absolute trust and transparency. We ensure money safety through our escrow facility, transparency using technology, quality through our in-house project management team, and on-time delivery through penalty clauses for any delays. If you are looking for any building or house construction, Brick&Bolt is the place to go!",brick-bolt-2,298269
Bridgetown Research,bridgetownresearch.com,https://bridgetownresearch.com,https://jobs.sequoiacap.com/companies/bridgetown-research,https://jobs.sequoiacap.com/companies/bridgetown-research,https://www.sequoiacap.com/companies/bridgetown-research/,https://www.linkedin.com/company/89705861,,,,,,https://www.linkedin.com/company/89705861,,0,0,,,"Artificial Intelligence (AI), Software",,"Seattle, WA, USA, University of Washington, Seattle, WA, USA",series_a,2,,,2023,https://crunchbase.com/organization/bridgetown-research,private,"Bridgetown Research creates AI agents with a research and analysis focus, utilizing primary and secondary data for verticals such as strategy, consulting, and private equity.",bridgetown-research,3022593
BrowserStack,browserstack.com,https://browserstack.com,https://jobs.sequoiacap.com/companies/browserstack,https://jobs.sequoiacap.com/companies/browserstack,https://www.sequoiacap.com/companies/browserstack/,https://www.linkedin.com/company/2553488,https://twitter.com/browserstack,,https://facebook.com/browserstack,,,https://www.linkedin.com/company/2553488 | https://twitter.com/browserstack | https://facebook.com/browserstack,,0,0,,,"Android, Apps, Cloud Infrastructure, DevOps, Quality Assurance, iOS",,"San Francisco, CA, USA, Dublin, Ireland, Mumbai, Maharashtra, India, Leinster, Ireland, Co. Dublin, Ireland",series_b,1517,,,2011,https://crunchbase.com/organization/browserstack,private,"BrowserStack is a software testing platform that runs more than two million tests per day across 15 global data centers. It enables Microsoft, Twitter, Barclays, Expedia, and more than 25,000 customers to produce high-quality software quickly by transferring testing to the cloud. Its technology delivers rapid access to over 2,000 real mobile devices and browsers via a highly reliable cloud architecture that scales seamlessly as testing requirements grow. BrowserStack enables development and QA teams to move quickly while providing an exceptional client experience.",browserstack,35582
brumbrum,brumbrum.it,https://brumbrum.it,https://jobs.sequoiacap.com/companies/brumbrum,https://jobs.sequoiacap.com/companies/brumbrum,https://www.sequoiacap.com/companies/brumbrum/,https://www.linkedin.com/company/11103748,https://twitter.com/brumbrumspa,,https://www.facebook.com/brumbrum.it,instagram.com/brumbrum.it,,https://www.linkedin.com/company/11103748 | https://twitter.com/brumbrumspa | https://www.facebook.com/brumbrum.it | instagram.com/brumbrum.it,,0,0,,,"Automotive, E-Commerce, Internet, Rental",,"Milan, Italy",acquisition,70,,,2016,https://crunchbase.com/organization/brumbrum-spa,private,"Brumbrum is a provider of used vehicles for sale with up to 3 years of warranty that can be purchased online. The company's goal is to revolutionize the car market by offering a simple, innovative, practical, and competitive shopping experience.  Brumbrum was founded in 2016 and is based in Milan, Italy.",brumbrum,904695
BRYTER,bryter.com,https://bryter.com,https://jobs.sequoiacap.com/companies/bryter,https://jobs.sequoiacap.com/companies/bryter,https://www.sequoiacap.com/companies/bryter/,https://www.linkedin.com/company/18669053,https://twitter.com/bryter_io,,https://facebook.com/bryter.io,,,https://www.linkedin.com/company/18669053 | https://twitter.com/bryter_io | https://facebook.com/bryter.io,,0,0,,,"Compliance, Enterprise Software, Industrial Automation, Legal Tech, SaaS, Software, Software Development",,"Frankfurt, Germany, Berlin, Germany, London, UK, New York, USA, New York, NY, USA",series_b,59,,,2018,https://crunchbase.com/organization/bryter,private,"BRYTER is a no-code software platform that automates and helps its users to develop and build digital applications. It helps consulting firms, banks, corporates, and public administration across the globe to digitize and scale their services.  BRYTER operates offices in Berlin, Frankfurt, and London. The software supports professionals at Baker McKenzie, Hogan Lovells, Taylor Wessing, Simmons & Simmons, ING, Telefónica, and other companies around the globe.  It was founded in 2018 and is headquartered in Berlin, Germany.",bryter,82999
Bumble,bumble.com,https://bumble.com,https://jobs.sequoiacap.com/companies/bumble,https://jobs.sequoiacap.com/companies/bumble,https://www.sequoiacap.com/companies/bumble/,https://www.linkedin.com/company/bumbleinc,https://twitter.com/bumble,,https://facebook.com/bumbleapp,instagram.com/bumble,,https://www.linkedin.com/company/bumbleinc | https://twitter.com/bumble | https://facebook.com/bumbleapp | instagram.com/bumble,,0,0,,,"Apps, Dating, Social Network",,"University of Texas at Austin, Austin, TX, USA, Austin, TX, USA, London, UK, West University, Austin, TX, USA, Marietta, GA, USA",other,580,,,2014,https://www.crunchbase.com/organization/bumble,public,"Bumble is an app that brings dating, friend-finding, and career-building into a single social networking platform.  The location-based social app facilitates communication between interested users. It enables people to connect and build equitable and healthy relationships. In heterosexual matches, only female users can make the first contact with matched male users, while in same-sex matches either person can send a message first. Users can sign up using their phone number or Facebook profile and have options of searching for romantic matches or, in ""BFF mode,"" friends. Bumble Bizz facilitates business communications.  It was founded in 2014 by Whitney Wolfe Herd and is based in Austin, Texas.",bumble,70202
Calastone,calastone.com,https://calastone.com,https://jobs.sequoiacap.com/companies/calastone,https://jobs.sequoiacap.com/companies/calastone,https://www.sequoiacap.com/companies/calastone/,https://www.linkedin.com/company/864885,https://twitter.com/calastoneltd,,,,,https://www.linkedin.com/company/864885 | https://twitter.com/calastoneltd,,0,0,,,"Asset Management, Finance, Financial Services, Fintech, Trading Platform",,"hong kong, Singapore, London, UK, Taipei City, Taiwan, Mile End, London, UK, Milan, Italy, England, UK, Sydney NSW, Australia, City of London, London, UK, New York, NY, USA, Bertrange, Luxembourg, Kingston Vale, London SW15, UK",acquisition,231,,,2007,https://crunchbase.com/organization/calastone,private,"Calastone is the largest global funds network, connecting the world’s leading financial organisations. Our mission is to help the funds industry transform by creating innovative new ways to automate and digitalise the global investment funds marketplace, reducing frictional costs and lowering operational risk to the benefit of all. Through this, we make investing more accessible, generating the opportunity for the industry to deliver greater value for the investor. Over 3,000 clients in 52 countries and territories benefit from Calastone’s services, processing £200 billion of investment value each month. Calastone is headquartered in London and has offices in Luxembourg, Hong Kong, Taipei, Singapore, New York, Milan and Sydney.",calastone,65284
Callsign,callsign.com,https://callsign.com,https://jobs.sequoiacap.com/companies/callsign,https://jobs.sequoiacap.com/companies/callsign,https://www.sequoiacap.com/companies/callsign/,https://www.linkedin.com/company/2380010,https://twitter.com/callsign,,https://facebook.com/callsignhq,,,https://www.linkedin.com/company/2380010 | https://twitter.com/callsign | https://facebook.com/callsignhq,,0,0,,,"Artificial Intelligence (AI), Biometrics, Cyber Security, Fintech, Fraud Detection, Identity Management, Machine Learning, Network Security, Privacy, Software",,"England, UK, Palo Alto, CA, USA, London, UK, Mile End, London, UK, Kingston Vale, London SW15, UK",series_unknown,184,,,2012,https://crunchbase.com/organization/callsign,private,"Callsign is pioneering digital trust through proprietary technology that uniquely mimics the way humans identify each other in the real world. Positive identification of genuine users delivers privacy, safety, and minimal friction whilst ensuring that bad actors are blocked. Through a simple Swipe or Type, users can be personally recognized to a 99.999% accuracy, delivering the highest fidelity AI-based user recognition for the digital world. To learn more about how this technology is used to underpin digital trust across financial institutions, governments, and commerce globally, visit: https://www.callsign.com/",callsign,29110
Campaign Monitor,campaignmonitor.com,https://campaignmonitor.com,https://jobs.sequoiacap.com/companies/campaign-monitor-2,https://jobs.sequoiacap.com/companies/campaign-monitor-2,https://www.sequoiacap.com/companies/campaign-monitor-2/,https://www.linkedin.com/company/585273,https://twitter.com/campaignmonitor,,https://facebook.com/campaignmonitor,instagram.com/campaign.monitor,,https://www.linkedin.com/company/585273 | https://twitter.com/campaignmonitor | https://facebook.com/campaignmonitor | instagram.com/campaign.monitor,,0,0,,,"Email Marketing, Marketing, Product Design, Software",,"San Francisco, CA, USA, Harpeth Trace Estates, Nashville, TN, USA, Nashville, TN, USA, Sydney NSW, Australia, London, UK, Indianapolis, IN, USA",series_a,122,,,2004,https://crunchbase.com/organization/campaign-monitor,private,"Campaign Monitor, a CM Group brand, provides an email marketing platform for businesses. Millions of marketing professionals at more than 150,000 companies around the world, including BuzzFeed, BirchBox, Coca-Cola, Disney, Rip Curl, and the San Diego Chargers, use Campaign Monitor to run email marketing campaigns that deliver results for their business. With their email marketing and automation tools, customers can create and deliver eye-catching emails that drive real business results.  Campaign Monitor was established in 2004.",campaign-monitor-2,14510
Campfire,meetcampfire.com,https://meetcampfire.com,https://jobs.sequoiacap.com/companies/campfire-2-0b704934-68c4-48ab-aece-f245ff6c24a7,https://jobs.sequoiacap.com/companies/campfire-2-0b704934-68c4-48ab-aece-f245ff6c24a7,https://www.sequoiacap.com/companies/campfire-2-0b704934-68c4-48ab-aece-f245ff6c24a7/,https://www.linkedin.com/company/95696443,,,,,,https://www.linkedin.com/company/95696443,,0,0,,,"Accounting, Artificial Intelligence (AI), Finance, Fintech, Software",,"Cambridge, MA, USA, San Francisco, CA, USA, Ezor Tel Aviv, Israel",series_b,18,,,2023,https://www.crunchbase.com/organization/campfire-cd2d,private,"Campfire is the AI-native ERP for high-growth companies. We give modern, mid-market, and enterprise accounting teams superpowers by automating the work that nobody wants to do: manual transaction categorization, bank reconciliation, revenue recognition, and variance analysis. Our customers close 5x faster and save up to hundreds of thousands annually. We're privileged to work with some of the fastest growing AI companies in the world, including Replit, Decagon, and PostHog, as well as service providers, health tech, and aerospace companies.   Accounting Intelligence automates the manual work that buries your team. Our proprietary AI model was trained specifically on accounting data, auto categorizing transactions, matching payments to invoices, and reconciling bank accounts automatically. You review and approve instead of doing everything from scratch.   Ember AI is your built-in analyst. Ask questions in plain language and get answers with source data in 30 seconds. Ember drafts flux variance commentary, analyzes spending anomalies, and builds custom reports on demand.   Revenue Automation handles complex billing recognition for modern SaaS companies. Subscription, usage-based, tiered, platform fees, and contract modifications: automated schedules and ASC 606 compliance out of the box.   Core Accounting delivers multi-entity consolidation, continuous close, and real-time financial statements without downloading to spreadsheets or managing separate instances per entity.   Custom Reporting lets you build reports in seconds with drill-down to any transaction. Executive dashboards update continuously, replacing month-old spreadsheets with real-time visibility.   Campfire is SOC 1 and 2 certified with granular permissioning and full audit trails, supporting companies from Series B through IPO. Campfire simplifies audit-ready processes with locked periods, contract databases, and comprehensive audit trails. By combining scalable architecture with an API-first design, it enables finance teams to close faster, elevate reporting, and support global operations with visibility and efficiency.",campfire-2-0b704934-68c4-48ab-aece-f245ff6c24a7,1416775
CAN Capital,cancapital.com,https://cancapital.com,https://jobs.sequoiacap.com/companies/can-capital-2,https://jobs.sequoiacap.com/companies/can-capital-2,https://www.sequoiacap.com/companies/can-capital-2/,https://www.linkedin.com/company/1142442,https://twitter.com/cancapital,,https://facebook.com/cancapital,,,https://www.linkedin.com/company/1142442 | https://twitter.com/cancapital | https://facebook.com/cancapital,,0,0,,,"Business Development, Commercial Lending, Finance, Financial Services, Fintech, Lending, Wealth Management",,"San José Province, San José, Costa Rica, Marietta, GA, USA, Kennesaw, GA, USA",other,233,,,1998,https://crunchbase.com/organization/can-capital,private,"CAN Capital provides capital to small and medium-sized businesses, using its own real-time platform and risk-scoring models.  Its Daily Remittance Platform allows lenders to access the daily cash flows of borrowers and collect daily remittances from them. The platform gives lenders a window into their customers’ daily business and relies on payment processors to split the settlement of card transactions between the small business and its bank.  CAN Capital, Inc. was formerly known as Capital Access Network, Inc. and changed its name to CAN Capital, Inc. in December 2013. The company was founded in 1998 and is based in New York, United States.",can-capital-2,145714
